ID,Name,Source,SpectralData,AngularFunction,Thickness,Tsol,Rsol1,Rsol2,Tvis,Rvis1,Rvis2,Tir,emis1,emis2,Conductivity,Comment,Manufacturer,ProductName,Color,Certification,Status,Timestamp,Specularity,Tvis2,Tsol2,MaterialID
253,BrSil15_3.bsf,IGDB v16.3,1,0,3.251199961,0.072957247,0.371229321,0.647446752,0.072285183,0.173213884,0.606877208,0,0.839999974,0.736999989,0.964999974,,Saint-Gobain Solar Gard LLC,Bronze/Silver 15,5328203,#,256,1457602051,0,0.072285183,0.072957247,
25084,GRL_090PVB_SB60CLRLAM_6.PPG,IGDB v32.0,1,0,13.60931969,0.034736633,0.044007372,0.269521803,0.072605483,0.043554548,0.06454891,0,0.839999974,0.839999974,0.610937059,,PPG Industries,6mmGrayliteII_090PVB_6mmSB60Clear,4803913,#,256,1457602051,0,0.072605483,0.034736633,
8647,SL 8.mwf,IGDB v27.0,1,0,3.177540064,0.055418137,0.529963195,0.247150451,0.076099686,0.560091376,0.248082727,0,0.839999974,0.823434293,1.000344634,,Madico Inc.,SL 8,5918789,#,256,1457602052,0,0.076099686,0.055418137,
5801,ss14_4.gja,IGDB v13.6,1,0,5.813000202,0.065988176,0.157492429,0.45419842,0.076148115,0.142137989,0.355299801,0,0.839999974,0.449999988,1,,G.James Australia,Solarplus SS14 on Bronze,4541524, ,256,1457602052,0,0.076148115,0.065988176,
5783,te10_2.gja,IGDB v13.7,1,0,5.809999943,0.034380917,0.11956495,0.442987293,0.076582991,0.171167463,0.284717351,0,0.839999974,0.409999996,1,,G.James Australia,Solarplus TE10 on Green,4083787, ,256,1457602052,0,0.076582991,0.034380917,
8651,SL 8 E.mwf,IGDB v27.0,1,0,3.21563983,0.057894714,0.62203306,0.227677971,0.077271722,0.60910219,0.248296663,0,0.735188365,0.839999974,1.000344634,,Madico Inc.,SL 8 E,6050117,#,256,1457602052,0,0.077271722,0.057894714,
11237,COOL-LITE ST 108 8mm.SGG,IGDB v16.4,1,0,8,0.060532037,0.48477605,0.35072872,0.077473752,0.376409203,0.434387386,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 108 8mm,4935503, ,256,1457602052,0,0.077473752,0.060532037,
11235,COOL-LITE ST 108 10mm.SGG,IGDB v16.4,1,0,10,0.0607558,0.48477605,0.352849096,0.077587649,0.376409203,0.436035901,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 108 10mm,4935503, ,256,1457602052,0,0.077587649,0.0607558,
14099,SSTSilver20T_Grey8.GTS,IGDB v43.0,1,0,7.800000191,0.072211914,0.338316739,0.077621587,0.077713571,0.282619715,0.079200268,0,0.44888705,0.846193492,1,,Glas Trösch AG,SUNSTOP Silver 20 T on Grey 8 mm,5590860, ,256,1457602052,0,0.077713571,0.072211914,
258,BrSilBr10_3.bsf,IGDB v16.3,1,0,3.251199961,0.124477156,0.294343472,0.327071697,0.077870943,0.141787544,0.132261217,0,0.839999974,0.824999988,0.964999974,,Saint-Gobain Solar Gard LLC,Bronze/Silver/Bronze 10,5000789,#,256,1457602052,0,0.077870943,0.124477156,
1721,OrnyxSteel5.ABF,IGDB v17.0,1,0,4.874000072,0.06828922,0.242966846,0.172529191,0.078154609,0.227158174,0.155579999,0,0.779999971,0.839999974,0.981000006,,A & B Films Pte Ltd,Ornyx Steel 5,5394760, ,256,1457602053,0,0.078154609,0.06828922,
11033,COOL-LITE ST 108 6mm.SGG,IGDB v17.3,1,0,6,0.063593037,0.485033512,0.381191134,0.078321502,0.376632422,0.443936557,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 108 6mm,5001040,#,256,1457602053,0,0.078321502,0.063593037,
14110,SSTSilver20T_Bronze10.GTS,IGDB v43.0,1,0,9.800000191,0.067246057,0.338276625,0.070257463,0.078370996,0.282631129,0.079829209,0,0.44888705,0.845688105,1,,Glas Trösch AG,SUNSTOP Silver 20 T on Bronze 10 mm,4672853, ,256,1457602053,0,0.078370996,0.067246057,
